participant_id,participant_type,age_months,age_group,trial_number,condition,condition_name,segment,aoi_category,gaze_start_frame,gaze_end_frame,gaze_duration_frames,gaze_duration_ms,gaze_onset_time,gaze_offset_time
Eight-0101-1579,infant,8,8-month-olds,1,uhw,UPSIDE_DOWN_HUG_WITH,interaction,off_screen,80,150,71,2366.7000000000016,29.2333,31.6
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,approach,screen_nonAOI,1,3,3,100.00000000000142,46.3,46.4
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,approach,screen_nonAOI,5,12,8,266.70000000000016,46.4333,46.7
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,approach,screen_nonAOI,21,33,13,433.2999999999956,46.9667,47.4
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_body,35,38,4,133.39999999999463,47.4333,47.5667
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,toy_location,39,44,6,200.00000000000284,47.5667,47.7667
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,woman_body,48,56,9,299.99999999999716,47.8667,48.1667
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,woman_body,62,64,3,100.00000000000142,48.3333,48.4333
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,screen_nonAOI,65,85,21,699.9999999999957,48.4333,49.1333
Eight-0101-1579,infant,8,8-month-olds,1,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,off_screen,86,2,67,27366.7,49.1333,76.5
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,approach,screen_nonAOI,6,8,3,100.00000000000853,76.6,76.7
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,approach,screen_nonAOI,10,12,3,99.99999999999432,76.7333,76.8333
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,approach,toy_present,13,33,21,700.0000000000028,76.8333,77.5333
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,approach,woman_face,34,50,17,566.6999999999973,77.5333,78.1
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,interaction,off_screen,54,56,3,99.99999999999432,78.2,78.3
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,interaction,man_face,57,60,4,133.30000000000553,78.3,78.4333
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,interaction,man_face,62,80,19,633.2999999999913,78.4667,79.1
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,interaction,man_face,82,84,3,99.99999999999432,79.1333,79.2333
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,interaction,off_screen,92,98,7,233.29999999999984,79.4667,79.7
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,departure,toy_present,120,122,3,99.99999999999432,80.4,80.5
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,departure,woman_face,124,128,5,166.70000000000584,80.5333,80.7
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,departure,woman_body,129,131,3,99.99999999999432,80.7,80.8
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,departure,screen_nonAOI,132,134,3,100.00000000000853,80.8,80.9
Eight-0101-1579,infant,8,8-month-olds,1,sw,SHOW_WITH,departure,off_screen,135,1,17,19933.29999999999,80.9,100.8333
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,approach,off_screen,8,11,4,133.40000000000884,101.0333,101.1667
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,approach,toy_location,22,26,5,166.70000000000584,101.5,101.6667
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,approach,off_screen,34,41,8,266.70000000000016,101.9,102.1667
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,approach,off_screen,45,48,4,133.30000000000553,102.2667,102.4
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,interaction,man_face,51,53,3,99.99999999999432,102.4667,102.5667
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,interaction,off_screen,56,59,4,133.39999999999463,102.6333,102.7667
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,interaction,off_screen,63,75,13,433.3000000000027,102.8667,103.3
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,interaction,off_screen,87,89,3,99.99999999999432,103.6667,103.7667
Eight-0101-1579,infant,8,8-month-olds,1,swo,SHOW_WITHOUT,interaction,off_screen,91,150,395,41500.000000000015,103.8,145.3
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,approach,screen_nonAOI,1,6,6,200.00000000001705,157.1667,157.3667
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,approach,screen_nonAOI,8,12,5,166.69999999999163,157.4,157.5667
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,approach,off_screen,26,29,4,133.29999999999131,158.0,158.1333
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_body,42,44,3,99.99999999999432,158.5333,158.6333
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,off_screen,48,50,3,99.99999999999432,158.7333,158.8333
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_body,51,53,3,99.99999999999432,158.8333,158.9333
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,off_screen,57,59,3,99.99999999999432,159.0333,159.1333
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,off_screen,62,64,3,100.00000000002274,159.2,159.3
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_body,71,73,3,99.99999999999432,159.5,159.6
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_hands,75,88,14,466.700000000003,159.6333,160.1
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_hands,91,93,3,99.99999999999432,160.1667,160.2667
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_hands,95,99,5,166.69999999999163,160.3,160.4667
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,departure,woman_hands,113,125,13,433.3000000000027,160.9,161.3333
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,departure,screen_nonAOI,128,132,5,166.69999999999163,161.4,161.5667
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,departure,toy_present,133,139,7,233.30000000001405,161.5667,161.8
Eight-0101-1579,infant,8,8-month-olds,1,ugw,UPSIDE_DOWN_GIVE_WITH,departure,screen_nonAOI,150,11,12,13466.700000000003,162.1333,175.6
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,approach,off_screen,18,21,4,133.29999999999131,175.8,175.9333
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,screen_nonAOI,42,47,6,200.00000000001705,176.6,176.8
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,woman_body,55,58,4,133.39999999999463,177.0333,177.1667
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,off_screen,69,73,5,166.69999999999163,177.5,177.6667
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,off_screen,75,77,3,100.00000000002274,177.7,177.8
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,woman_hands,90,93,4,133.30000000001974,178.2,178.3333
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,off_screen,94,109,16,533.4000000000003,178.3333,178.8667
Eight-0101-1579,infant,8,8-month-olds,1,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,departure,off_screen,112,150,39,1300.0000000000114,178.9333,180.2333
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,approach,screen_nonAOI,1,21,21,700.000000000017,196.6333,197.3333
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,approach,man_face,23,35,13,433.3000000000027,197.3667,197.8
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,woman_face,37,45,9,299.99999999998295,197.8333,198.1333
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,toy_present,48,53,6,200.00000000001705,198.2,198.4
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,woman_face,54,73,20,666.6999999999916,198.4,199.0667
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,woman_face,80,84,5,166.60000000001673,199.2667,199.4333
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,woman_face,86,96,11,366.60000000000537,199.4667,199.8333
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,man_face,97,106,10,333.39999999998327,199.8333,200.1667
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,interaction,man_face,108,118,11,366.7000000000087,200.2,200.5667
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,departure,man_face,120,127,8,266.70000000001437,200.6,200.8667
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,departure,screen_nonAOI,128,136,9,299.99999999998295,200.8667,201.1667
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,departure,screen_nonAOI,138,142,5,166.70000000002005,201.2,201.3667
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,departure,woman_face,144,146,3,99.99999999999432,201.4,201.5
Eight-0101-1579,infant,8,8-month-olds,1,f,FLOATING,departure,screen_nonAOI,147,14,18,12266.699999999986,201.5,213.7667
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,approach,man_body,15,26,12,400.0000000000057,213.7667,214.1667
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,approach,screen_nonAOI,27,32,6,200.00000000001705,214.1667,214.3667
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,interaction,man_face,35,46,12,400.0000000000057,214.4333,214.8333
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,interaction,toy_location,47,50,4,133.39999999999463,214.8333,214.9667
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,interaction,woman_face,51,69,19,633.2999999999913,214.9667,215.6
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,interaction,man_face,70,76,7,233.30000000001405,215.6,215.8333
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,interaction,woman_face,77,99,23,766.699999999986,215.8333,216.6
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,interaction,woman_face,101,118,18,600.0000000000227,216.6333,217.2333
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,departure,screen_nonAOI,119,142,24,799.999999999983,217.2333,218.0333
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,departure,man_face,143,145,3,99.99999999999432,218.0333,218.1333
Eight-0101-1579,infant,8,8-month-olds,1,hwo,HUG_WITHOUT,departure,screen_nonAOI,146,150,5,166.70000000002005,218.1333,218.3
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,approach,screen_nonAOI,1,15,15,500.0,14.2,14.7
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,approach,man_face,16,28,13,433.3000000000009,14.7,15.1333
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,approach,man_face,30,33,4,133.30000000000018,15.1667,15.3
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,approach,man_face,35,40,6,200.00000000000108,15.3333,15.5333
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,interaction,woman_face,41,65,25,833.400000000001,15.5333,16.3667
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,interaction,man_face,66,93,28,933.2999999999992,16.3667,17.3
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,interaction,woman_body,94,102,9,300.0000000000007,17.3,17.6
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,departure,off_screen,107,109,3,100.00000000000142,17.7333,17.8333
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,departure,screen_nonAOI,124,128,5,166.69999999999874,18.3,18.4667
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,departure,man_face,130,133,4,133.29999999999842,18.5,18.6333
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,departure,screen_nonAOI,136,145,10,333.30000000000126,18.7,19.0333
Eight-0101-1579,infant,8,8-month-olds,2,gwo,GIVE_WITHOUT,departure,screen_nonAOI,147,150,4,133.29999999999842,19.0667,19.2
Eight-0101-1579,infant,8,8-month-olds,2,uhw,UPSIDE_DOWN_HUG_WITH,approach,off_screen,1,91,91,3033.299999999997,31.6,34.6333
Eight-0101-1579,infant,8,8-month-olds,2,uhw,UPSIDE_DOWN_HUG_WITH,interaction,toy_present,102,106,5,166.59999999999542,34.9667,35.1333
Eight-0101-1579,infant,8,8-month-olds,2,uhw,UPSIDE_DOWN_HUG_WITH,interaction,screen_nonAOI,111,116,6,200.00000000000284,35.2667,35.4667
Eight-0101-1579,infant,8,8-month-olds,2,uhw,UPSIDE_DOWN_HUG_WITH,departure,screen_nonAOI,121,124,4,133.29999999999842,35.6,35.7333
Eight-0101-1579,infant,8,8-month-olds,2,uhw,UPSIDE_DOWN_HUG_WITH,departure,off_screen,125,150,811,114566.70000000001,35.7333,150.3
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,approach,screen_nonAOI,1,4,4,133.30000000001974,162.1667,162.3
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,approach,screen_nonAOI,6,20,15,500.0,162.3333,162.8333
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,approach,screen_nonAOI,23,25,3,99.99999999999432,162.9,163.0
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,approach,man_body,30,33,4,133.39999999999463,163.1333,163.2667
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,off_screen,37,39,3,99.99999999999432,163.3667,163.4667
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,toy_present,49,51,3,100.00000000002274,163.7667,163.8667
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,woman_body,54,56,3,99.99999999999432,163.9333,164.0333
Eight-0101-1579,infant,8,8-month-olds,2,ugw,UPSIDE_DOWN_GIVE_WITH,interaction,off_screen,64,110,197,19633.30000000002,164.2667,183.9
Eight-0101-1579,infant,8,8-month-olds,2,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,departure,off_screen,112,150,39,1300.0000000000114,183.9333,185.2333
Eight-0101-1579,infant,8,8-month-olds,2,f,FLOATING,approach,screen_nonAOI,3,18,16,533.3000000000254,201.7,202.2333
Eight-0101-1579,infant,8,8-month-olds,2,f,FLOATING,approach,man_face,21,24,4,133.29999999999131,202.3,202.4333
Eight-0101-1579,infant,8,8-month-olds,2,f,FLOATING,approach,screen_nonAOI,25,30,6,199.99999999998863,202.4333,202.6333
Eight-0101-1579,infant,8,8-month-olds,2,f,FLOATING,interaction,screen_nonAOI,40,43,4,133.39999999999463,202.9333,203.0667
Eight-0101-1579,infant,8,8-month-olds,2,f,FLOATING,interaction,off_screen,57,150,94,3133.299999999991,203.5,206.6333
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,approach,screen_nonAOI,1,9,9,299.99999999998295,218.3,218.6
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,approach,screen_nonAOI,11,13,3,100.00000000002274,218.6333,218.7333
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,approach,screen_nonAOI,15,28,14,466.6000000000281,218.7667,219.2333
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,approach,man_face,31,40,10,333.29999999997995,219.3,219.6333
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,interaction,man_face,42,47,6,200.00000000001705,219.6667,219.8667
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,interaction,woman_face,49,52,4,133.29999999999131,219.9,220.0333
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,interaction,woman_face,54,56,3,99.99999999999432,220.0667,220.1667
Eight-0101-1579,infant,8,8-month-olds,2,hwo,HUG_WITHOUT,interaction,off_screen,57,150,94,3133.3000000000197,220.1667,223.3
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,approach,screen_nonAOI,3,6,4,133.29999999999842,19.2667,19.4
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,approach,screen_nonAOI,8,10,3,100.00000000000142,19.4333,19.5333
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,approach,man_body,14,24,11,366.7000000000016,19.6333,20.0
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,approach,man_face,25,42,18,600.0000000000014,20.0,20.6
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,interaction,woman_face,44,61,18,600.0000000000014,20.6333,21.2333
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,interaction,off_screen,65,110,46,1533.4000000000003,21.3333,22.8667
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,departure,woman_body,111,113,3,99.99999999999787,22.8667,22.9667
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,departure,screen_nonAOI,114,120,7,233.29999999999984,22.9667,23.2
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,departure,screen_nonAOI,126,156,31,1033.299999999997,23.3667,24.4
Eight-0101-1579,infant,8,8-month-olds,3,gwo,GIVE_WITHOUT,departure,off_screen,157,20,167,32566.700000000004,24.4,56.9667
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,approach,screen_nonAOI,21,27,7,233.29999999999984,56.9667,57.2
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,34,39,6,200.00000000000284,57.4,57.6
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,47,51,5,166.69999999999874,57.8333,58.0
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,53,56,4,133.40000000000174,58.0333,58.1667
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,60,62,3,100.00000000000142,58.2667,58.3667
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,65,67,3,99.99999999999432,58.4333,58.5333
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,off_screen,68,72,5,166.70000000000584,58.5333,58.7
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,off_screen,77,81,5,166.69999999999874,58.8333,59.0
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,82,88,7,233.29999999999984,59.0,59.2333
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,man_hands,91,95,5,166.70000000000584,59.3,59.4667
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,woman_body,96,98,3,99.99999999999432,59.4667,59.5667
Eight-0101-1579,infant,8,8-month-olds,3,uhwo,UPSIDE_DOWN_HUG_WITHOUT,interaction,off_screen,99,84,136,29666.600000000002,59.5667,89.2333
Eight-0101-1579,infant,8,8-month-olds,3,sw,SHOW_WITH,interaction,off_screen,89,93,5,166.60000000000252,89.3667,89.5333
Eight-0101-1579,infant,8,8-month-olds,3,sw,SHOW_WITH,interaction,man_body,94,96,3,100.00000000000853,89.5333,89.6333
Eight-0101-1579,infant,8,8-month-olds,3,sw,SHOW_WITH,interaction,off_screen,97,11,772,95966.69999999998,89.6333,185.6
Eight-0101-1579,infant,8,8-month-olds,3,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,approach,off_screen,14,60,47,1566.6000000000224,185.6667,187.2333
Eight-0101-1579,infant,8,8-month-olds,3,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,off_screen,63,69,7,233.29999999998563,187.3,187.5333
Eight-0101-1579,infant,8,8-month-olds,3,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,off_screen,72,84,13,433.3000000000027,187.6,188.0333
Eight-0101-1579,infant,8,8-month-olds,3,ugwo,UPSIDE_DOWN_GIVE_WITHOUT,interaction,off_screen,93,2,56,18399.999999999978,188.3,206.7
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,approach,screen_nonAOI,3,6,4,133.30000000001974,206.7,206.8333
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,approach,screen_nonAOI,8,11,4,133.29999999999131,206.8667,207.0
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,approach,off_screen,14,16,3,99.99999999999432,207.0667,207.1667
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,approach,screen_nonAOI,17,32,16,533.299999999997,207.1667,207.7
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,interaction,off_screen,33,35,3,100.00000000002274,207.7,207.8
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,interaction,screen_nonAOI,36,41,6,199.99999999998863,207.8,208.0
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,interaction,screen_nonAOI,43,45,3,99.99999999999432,208.0333,208.1333
Eight-0101-1579,infant,8,8-month-olds,3,f,FLOATING,interaction,off_screen,47,7,105,15366.600000000006,208.1667,223.5333
Eight-0101-1579,infant,8,8-month-olds,3,hwo,HUG_WITHOUT,approach,screen_nonAOI,8,11,4,133.39999999999463,223.5333,223.6667
Eight-0101-1579,infant,8,8-month-olds,3,hwo,HUG_WITHOUT,approach,off_screen,15,44,30,1000.0,223.7667,224.7667
Eight-0101-1579,infant,8,8-month-olds,3,hwo,HUG_WITHOUT,interaction,off_screen,62,142,81,2699.9999999999886,225.3333,228.0333
Eight-0101-1579,infant,8,8-month-olds,4,uhwo,UPSIDE_DOWN_HUG_WITHOUT,approach,off_screen,1,165,321,35633.3,61.3,96.9333
Eight-0101-947,infant,8,8-month-olds,1,gw,GIVE_WITH,approach,off_screen,1,116,116,3866.6,5.8667,9.7333
Eight-0101-947,infant,8,8-month-olds,1,gw,GIVE_WITH,departure,off_screen,118,150,33,1099.9999999999995,9.7667,10.8667
