participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
Nine-0401-1013,3,gwo,9.0,2,0.0,0.5,0.0
Nine-0401-1096,1,gwo,9.0,2,0.0,0.0,0.0
Nine-0401-1096,2,gwo,9.0,2,0.0,1.0,0.0
Nine-0401-1096,4,gwo,9.0,6,0.0,0.3333333333333333,0.5
Nine-0401-1096,5,gwo,9.0,2,0.0,0.0,0.0
Nine-0401-1096,6,gwo,9.0,3,0.0,0.0,0.0
Nine-0502-5656,1,gwo,9.0,3,0.3333333333333333,0.3333333333333333,0.0
Nine-0502-5656,2,gwo,9.0,4,0.0,0.5,0.0
Nine-0502-5656,3,gwo,9.0,3,0.0,0.0,0.3333333333333333
Nine-0502-5656,4,gwo,9.0,2,0.0,0.5,0.0
Nine-0601-5532,1,gwo,9.0,5,0.2,0.0,0.4
Nine-0601-5532,2,gwo,9.0,5,0.0,0.4,0.0
Nine-0601-5532,6,gwo,9.0,4,0.0,0.25,0.5
Nine-0601-5532,7,gwo,9.0,4,0.0,0.25,0.25
Seven-0101-1373,1,gwo,7.0,4,0.0,0.25,0.5
Seven-0101-1373,2,gwo,7.0,7,0.14285714285714285,0.0,0.2857142857142857
Seven-0101-1373,3,gwo,7.0,5,0.2,0.4,0.2
Seven-0102-5982,1,gwo,7.0,6,0.5,0.16666666666666666,0.16666666666666666
Seven-0102-5982,2,gwo,7.0,7,0.42857142857142855,0.2857142857142857,0.14285714285714285
Seven-0102-5982,3,gwo,7.0,3,0.0,0.3333333333333333,0.3333333333333333
Seven-0201-1152,1,gwo,7.0,4,0.0,0.0,1.0
Seven-0201-1152,3,gwo,7.0,1,0.0,0.0,1.0
Seven-0201-1152,5,gwo,7.0,2,0.0,0.0,0.5
Seven-0202-6362,1,gwo,7.0,6,0.0,0.16666666666666666,0.6666666666666666
Seven-0202-6362,2,gwo,7.0,4,0.0,0.0,0.0
Seven-0301-1342,1,gwo,7.0,1,1.0,0.0,0.0
Seven-0301-1342,2,gwo,7.0,1,0.0,0.0,1.0
Seven-0301-6399,1,gwo,7.0,3,0.0,0.3333333333333333,0.3333333333333333
Seven-0401-1655,1,gwo,7.0,2,0.0,0.0,1.0
Seven-0401-1655,2,gwo,7.0,1,0.0,0.0,0.0
Seven-0601-6417,1,gwo,7.0,1,0.0,0.0,0.0
Seven-0601-6417,2,gwo,7.0,2,0.0,0.5,0.5
Seven-0601-6417,4,gwo,7.0,3,0.0,0.0,1.0
Seven-0601-6417,5,gwo,7.0,1,0.0,1.0,0.0
Ten-0101-246,1,gwo,10.0,4,0.25,0.5,0.0
Ten-0101-246,2,gwo,10.0,4,0.75,0.0,0.0
Ten-0102-5728,1,gwo,10.0,5,0.2,0.2,0.4
Ten-0102-5728,2,gwo,10.0,2,0.5,0.0,0.0
Ten-0102-5728,3,gwo,10.0,1,0.0,0.0,0.0
Ten-0102-5728,4,gwo,10.0,1,0.0,1.0,0.0
Ten-0102-5728,5,gwo,10.0,1,1.0,0.0,0.0
Ten-0301-1158,1,gwo,10.0,3,0.0,0.0,0.0
Ten-0301-1158,2,gwo,10.0,1,0.0,0.0,0.0
Ten-0301-1158,5,gwo,10.0,5,0.0,0.0,0.4
Ten-0301-1158,6,gwo,10.0,1,0.0,0.0,0.0
Ten-0301-242,1,gwo,10.0,4,0.25,0.5,0.0
Ten-0301-242,2,gwo,10.0,4,0.5,0.5,0.0
Ten-0301-242,3,gwo,10.0,3,0.0,0.6666666666666666,0.0
Ten-0401-800,1,gwo,10.0,2,0.0,0.0,0.0
Ten-0401-800,2,gwo,10.0,2,1.0,0.0,0.0
Ten-0401-800,3,gwo,10.0,6,0.16666666666666666,0.3333333333333333,0.16666666666666666
Ten-0401-800,4,gwo,10.0,4,0.25,0.0,0.0
Ten-0501-455,1,gwo,10.0,6,0.0,0.16666666666666666,0.16666666666666666
Ten-0501-455,2,gwo,10.0,3,0.3333333333333333,0.6666666666666666,0.0
Ten-0501-455,3,gwo,10.0,5,0.2,0.4,0.4
Ten-0501-5669,1,gwo,10.0,1,0.0,0.0,0.0
Ten-0501-5669,2,gwo,10.0,3,0.0,0.0,0.0
Ten-0501-5669,3,gwo,10.0,1,0.0,0.0,0.0
Ten-0501-5669,5,gwo,10.0,3,0.0,0.0,0.3333333333333333
Ten-0501-5753,1,gwo,10.0,2,0.0,0.0,0.0
Ten-0501-5753,4,gwo,10.0,4,0.0,0.0,0.25
Ten-0601-5737,1,gwo,10.0,6,0.5,0.3333333333333333,0.0
Ten-0601-5737,4,gwo,10.0,1,0.0,0.0,0.0
Ten-0601-5737,5,gwo,10.0,4,0.25,0.0,0.25
Ten-0601-825,1,gwo,10.0,1,0.0,0.0,1.0
Ten-0601-825,3,gwo,10.0,1,0.0,0.0,1.0
Ten-0602-5894,1,gwo,10.0,5,0.4,0.2,0.2
Ten-0602-5894,2,gwo,10.0,5,0.2,0.0,0.0
Ten-0602-5894,3,gwo,10.0,1,0.0,1.0,0.0
ThirtyFive-0301-1675,1,gwo,420.0,3,0.0,0.3333333333333333,0.6666666666666666
ThirtyFive-0301-1675,2,gwo,420.0,1,0.0,1.0,0.0
ThirtyFive-0301-1675,3,gwo,420.0,2,0.0,1.0,0.0
ThirtyFive-0301-1675,4,gwo,420.0,2,0.0,1.0,0.0
ThirtyNine-0101-1660,1,gwo,468.0,4,0.5,0.5,0.0
ThirtyNine-0101-1660,2,gwo,468.0,2,1.0,0.0,0.0
ThirtyNine-0101-1660,3,gwo,468.0,4,0.5,0.5,0.0
ThirtyOne-0201-1676,1,gwo,372.0,2,0.0,0.0,1.0
ThirtyOne-0201-1676,2,gwo,372.0,1,0.0,0.0,1.0
ThirtyOne-0201-1676,3,gwo,372.0,2,0.0,0.0,1.0
TwentyEight-0101-1664,1,gwo,336.0,5,0.0,0.6,0.2
TwentyEight-0101-1664,2,gwo,336.0,3,0.6666666666666666,0.3333333333333333,0.0
TwentyEight-0101-1664,3,gwo,336.0,2,0.0,1.0,0.0
TwentyFive-0101-1667,1,gwo,300.0,2,0.0,1.0,0.0
TwentyFive-0101-1667,2,gwo,300.0,2,1.0,0.0,0.0
TwentyFive-0101-1667,3,gwo,300.0,1,0.0,1.0,0.0
TwentyFive-0201-1669,1,gwo,300.0,6,0.3333333333333333,0.0,0.5
TwentyFive-0201-1669,2,gwo,300.0,2,0.5,0.0,0.0
TwentyFive-0201-1669,3,gwo,300.0,4,0.0,0.0,0.0
TwentyFive-0201-1669,4,gwo,300.0,5,0.4,0.0,0.2
TwentyFour-0101-1663,1,gwo,288.0,7,0.0,0.42857142857142855,0.2857142857142857
TwentyFour-0101-1663,2,gwo,288.0,8,0.0,0.25,0.375
TwentyFour-0101-1663,3,gwo,288.0,2,0.0,0.5,0.5
TwentySeven-0101-1670,1,gwo,324.0,8,0.25,0.5,0.25
TwentySeven-0101-1670,2,gwo,324.0,2,0.0,1.0,0.0
TwentySeven-0101-1670,3,gwo,324.0,5,0.6,0.4,0.0
TwentyThree-0601-1671,1,gwo,276.0,5,0.2,0.2,0.2
TwentyThree-0601-1671,2,gwo,276.0,5,0.6,0.0,0.2
TwentyThree-0601-1671,3,gwo,276.0,4,0.25,0.25,0.25
TwentyTwo-0101-1661,1,gwo,264.0,2,0.0,0.0,0.5
TwentyTwo-0101-1661,2,gwo,264.0,5,0.0,0.0,1.0
TwentyTwo-0101-1661,3,gwo,264.0,2,0.0,0.0,0.5
TwentyTwo-0101-1661,4,gwo,264.0,3,0.3333333333333333,0.6666666666666666,0.0
TwentyTwo-0201-1665,1,gwo,264.0,7,0.42857142857142855,0.2857142857142857,0.0
TwentyTwo-0201-1665,2,gwo,264.0,10,0.0,0.3,0.3
TwentyTwo-0201-1665,3,gwo,264.0,10,0.0,0.1,0.5
